id,name,card_no,card_provider,shop_no,shop_name,loc,prd_name,price,result,txdate
minjigim,ë°°ìë¯,4.99174E+12,JCB 16 digit,25798129,ì¹´í___¼ì_,"37.5545, 126.8672",ì»¤í_,5000,¹ì_,2022.12.2 3:24
jiyeonhong,ë°_,3.49217E+14,VISA 13 digit,22561271,GS25,"37.539, 126.8702",__,20000,¹ì_,2022.12.3 1:34
cgim,__,2.45912E+15,JCB 16 digit,24841339,¼ë__µ¬êµ__,"37.532, 126.8634",ì»¤í_,5000,¹ì_,2022.12.4 19:42
hyeonjugim,´ì_,2.27569E+15,VISA 16 digit,25738033,ì¤_¬¸ë¶_ë§__°ë_,"37.5189, 126.8365",ì§__,4000,¹ì_,2022.12.3 3:45
bi,´í_,1.80069E+14,Mastercard,24633886,ANN,"37.5042, 126.9455",__(ì¤),15000,¹ì_,2022.12.2 6:01
xjeong,ê¹__,4.10344E+15,American Express,16730740,´ë_,"37.5252, 126.9249",ì§¬ë_,5000,¹ì_,2022.11.30 1:22
hyeonsuggim,¥ì_,1.80002E+14,VISA 13 digit,24393350,ì¥__©ì_ì¿¨ê_µì_,"37.5543, 126.8497",__ê¸°ì_ê°,6500,¹ì_,2022.11.30 3:29
subingim,ìµ__ë¯,4.35311E+15,Maestro,12273924,ê¸¸ì___,"37.6227, 127.0762",__,6000,¹ì_,2022.12.5 3:20
yunseogim,¥ì_,2.51985E+15,JCB 16 digit,24470234,ì§_¼ë¦¬,"37.5704, 127.0087",ì§¬ë_,4000,¹ì_,2022.12.5 1:49
hgim,ê°__,3.05164E+13,Mastercard,21962649,¤ë_ê¸°ì_,"37.4934, 126.9801",__ì¦_³¶_°¥,7000,¹ì_,2022.12.2 23:11
jinhobag,ê¹ì§,3.52568E+15,VISA 13 digit,21816570,____,"37.5701, 126.9996",µë_ì§__ë¦500g,17000,¹ì_,2022.11.29 18:42
gweonyeongsug,ì£¼ì_,3.4765E+14,VISA 16 digit,19981483,__ê²__°ì_,"37.6142, 127.077",ì»¤í_,10000,¹ì_,2022.12.2 13:41
bagyeongjin,__ì¤,3.46036E+14,VISA 16 digit,12509867,_¨¸,"37.5455, 127.057",ê¹_¥´ë³´ë_,6900,¹ì_,2022.12.1 0:18
gimcaeweon,¥í_,6.58141E+15,Mastercard,20924769,__,"37.5412, 127.1261",ê³__´êµ¬,7000,¹ì_,2022.12.4 18:08
jeongjahong,´ì_,4.67474E+15,Maestro,16953910,¨ë£¨,"37.5238, 126.9241",ê³_¸°ë§__,5000,¹ì_,2022.11.30 17:25
ogim,ê¹ì§,3.04735E+13,VISA 16 digit,24915971,____,"37.662, 127.0722",ì»·í_(±ì_),7000,¹ì_,2022.11.30 8:35
yujinhwang,¬ì,3.04241E+13,JCB 15 digit,28520851,ZARA,"37.5136, 127.1043",_´ì_êµ,4000,¹ì_,2022.11.29 16:13
bagyeeun,¡ì,3.51766E+15,American Express,24359966,ê¸__¼ì_¸í_,"37.5593, 127.153",__ë©,4500,¹ì_,2022.11.29 2:47
sanghun76,_ì§,2.26123E+15,Discover,20381748,_¦¬ë°__¨ê_ì²____,"37.4474, 126.9029",__ì°__,4000,¹ì_,2022.12.1 14:30
jiu10,ê¹ì§ë¯,4.67996E+18,Discover,20576281,__ê¸°ì_,"37.5469, 126.9228",¸í_ë£,220,¹ì_,2022.11.29 15:34
bagmyeongja,´ì_,3.54632E+15,American Express,22799528,ì²µ¬ê³µì_ì¤__,"37.5087, 126.896",ì§¬ë_,3500,¹ì_,2022.12.5 9:02
hyeonugim,ìµ__,4.27824E+15,Mastercard,25240136,´ê²½ì²____,"37.547, 127.0463",__(200g),29000,¹ì_,2022.12.5 2:59
obag,ë°__,1.80039E+14,VISA 13 digit,21929424,ëª__ê³µì_ì¤__¬ì_ë¬´ì_,"37.5028, 127.0841",°ë_,5500,¹ì_,2022.12.4 7:13
haeun78,ê¹ì§,4.49173E+18,American Express,22512759,ë¯¼ì¡±__êµ__ê´,"37.4922, 126.9785",__ë©,3000,¹ì_,2022.11.28 21:46
minsu80,¸ì_,6.01136E+15,American Express,17248907,____ê²,"37.5543, 127.0753",ë¯¸ì_ë£(__),15000,¹ì_,2022.12.1 1:18
hyejinjeon,ë¥_,5.50054E+15,VISA 13 digit,12561784,the__¤ì_,"37.551, 126.9116",__,30000,¹ì_,2022.11.29 3:08
baegjihye,ê¹ëª__,2.13169E+14,VISA 13 digit,16007507,__,"37.5924, 127.0578",ì»¤í_,7000,¹ì_,2022.12.2 4:44
gimboram,´ì_,6.76134E+11,VISA 16 digit,16149198,ë¹__,"37.5203, 127.1158",ê¹ì¹__ê°,6500,¹ì_,2022.12.1 8:24
jiweon02,¤ë,4.43784E+15,Diners Club / Carte Blanche,20856295,ë³__ë¦¬ì_,"37.5392, 127.1284",ì§__ë©,5000,¹ì_,2022.12.3 17:41
minjun32,´ì_,4.66994E+12,Maestro,26734082,´ì_´í_,"37.5093, 127.1159",ì¹¼êµ­,4500,¹ì_,2022.12.2 5:45
sunog12,__,3.43334E+14,VISA 19 digit,23478994,¬ì___´ì_,"37.5575, 126.9233",ì²µ­,6000,¹ì_,2022.12.4 13:22
yejun17,´ì_ì§,4.91905E+12,Mastercard,25679675,__¬ë_,"37.4683, 127.0331",__ì°__,5000,¹ì_,2022.11.30 10:32
jaehoyun,´ì_ë¹,4.84348E+18,American Express,20395264,__´ë_ë°_°¬,"37.5076, 126.9495",¡ë³¶,1500,¹ì_,2022.12.2 12:09
sumini,ê°__,4.65696E+18,Discover,16056532,____,"37.4944, 126.8882",__ê¸(200g êµ_),25000,¹ì_,2022.11.28 11:32
xbag,ê¹ê²½ì_,3.59797E+15,VISA 13 digit,23301714,¤ì_¤ì_,"37.5781, 127.0512",ë¹__ë°,5000,¹ì_,2022.12.1 19:15
nno,°ì_,3.54035E+15,Discover,23097299,¬ë_ë¦,"37.507, 126.8902",¼ê²¹(__200g),9000,¹ì_,2022.12.1 0:38
seungmin73,__,6.01145E+15,JCB 15 digit,16226801,____¬¸ê°êµ¬ë°±__,"37.614, 127.0386",__,20000,¹ì_,2022.11.30 12:07
jimin75,©ì,4.71634E+12,JCB 15 digit,22994497,ëª__ë¶__,"37.4713, 126.9196",ë°±ë_,6000,¹ì_,2022.12.5 23:06
cbag,¡ì_ë¯,4.50351E+18,JCB 16 digit,24303907,¨ì_,"37.5653, 126.981",¼ê²¹(200g),13000,¹ì_,2022.12.2 22:27
agim,ê¹__,4.59045E+15,VISA 19 digit,23150875,____ë¶¬ì_,"37.5412, 126.8691",¼ìê³_¸°,12000,¹ì_,2022.11.30 0:24
jiagim,__,3.47318E+14,VISA 19 digit,20536641,¤í¸ë_ë±__,"37.503, 127.023",__,40000,¹ì_,2022.12.2 15:12
yujinbag,´ë,3.52862E+15,Diners Club / Carte Blanche,28359668,__,"37.5692, 127.0108",¼ìê°__(250g),12000,¹ì_,2022.12.1 7:54
gimseojun,_²½,1.80008E+14,Discover,24365898,BESTCOPY,"37.5885, 127.0317",´ë¬¼ì¹¼êµ­,6000,¹ì_,2022.12.5 7:56
jeongsu53,¤ë,3.76269E+14,Maestro,22390379,¤ë¬¼ê³µì_ì¤__¬ì_ë¬´ì_,"37.5393, 127.07",°ë___ì°__,6000,¹ì_,2022.11.30 23:56
donghyeongim,_,4.42114E+15,VISA 19 digit,16578587,__¤ì¹´¨ë_ê·,"37.5172, 126.9039",__ì°__,4000,¹ì_,2022.12.2 6:55
ggim,´ì_,6.54099E+15,JCB 16 digit,23683584,____ë°__,"37.5353, 127.0702",±ì_,26000,¹ì_,2022.11.30 8:56
ci,__,6.76106E+11,JCB 16 digit,20876496,__ê¶____,"37.5203, 127.1158",_£¼°ì_ê³_¸°,9000,¹ì_,2022.11.28 21:39
jeongsugi,__,3.54513E+15,Diners Club / Carte Blanche,24529480,ë¹_£¡°ì_,"37.6499, 127.0338",__ì°__,4000,¹ì_,2022.12.2 17:35
seongminyun,´ë,3.59318E+15,VISA 16 digit,26543199,__¤ì_,"37.5479, 127.0462",©í_´ì_êµ,7000,¹ì_,2022.11.28 11:23
oan,¤ì_,6.01122E+15,VISA 19 digit,12669747,__¬í_¸ë_,"37.5891, 126.9106",´ì_ë£,8000,¹ì_,2022.12.4 1:00
myeongja87,ê¹__,4.38956E+12,VISA 16 digit,21968983,__ë¶__,"37.5026, 126.8639",__êµ¬ì_,4500,¹ì_,2022.12.3 18:30
jeongsu86,ê¹__,4.33646E+18,Diners Club / Carte Blanche,24806780,ë·°í___£¼,"37.4857, 127.0339",__ë¹,7900,¹ì_,2022.12.5 4:36
ubaeg,ê¹__,6.0118E+15,Discover,24890944,__¸í_´ì_,"37.5118, 127.0591",__,30000,¹ì_,2022.12.2 21:10
jeongsun63,¡ì,3.52409E+15,VISA 16 digit,24808277,¤ë_¸í__,"37.5145, 127.0186",ì»·í_,5000,¹ì_,2022.12.2 22:25
sanghyeonseo,´ì_ë¯,4.90075E+15,Discover,24477342,´í_____,"37.6062, 126.9672",ì»¤í_,5000,¹ì_,2022.12.4 13:28
sonsugja,¨ë,2.13137E+14,American Express,22520655,_°½C&P,"37.4613, 126.932",__ì°__,5000,¹ì_,2022.11.29 4:44
yeonghwani,¨ì_,6.5088E+15,Mastercard,24868258,ë§_£¨__,"37.6452, 127.0403",ê¹ì¹__ê°,6000,¹ì_,2022.12.3 23:29
gimjunseo,__,5.70794E+11,American Express,21712631,ê²½ë___ì§____,"37.5817, 127.0381",ì§¬ë_,4000,¹ì_,2022.12.2 11:26
gyeongja23,¤ë_ì²,2.13196E+14,VISA 16 digit,23416412,¤ë_ë¨¸ë¦¬ê¹__,"37.4682, 126.9443",__,20000,¹ì_,2022.12.4 22:03
yeongsunu,ê¶_³´,4.97672E+12,JCB 16 digit,20329017,ë°_½ì_ì¹¼êµ­,"37.5013, 126.8837",__(ì¤),15000,¹ì_,2022.11.29 9:16
jihye26,´ì_,6.76296E+11,American Express,12600159,ë¶__ë°__ì´__ë¬¸ì_ê¸°ë_ë³¶ì___,"37.5951, 127.0861",ì¹´ë_¼ì_ ,5500,¹ì_,2022.12.4 21:34
gimjiyeon,ê¹¹í_,5.01892E+11,JCB 16 digit,24095686,¤ì_¥ì_,"37.5707, 127.0073",ì¹´ë_°¥+°ë_,6000,¹ì_,2022.12.4 21:59
pgo,ê°__,4.48539E+12,JCB 16 digit,20013758,__,"37.5101, 127.0545",ì»¤í_,10000,¹ì_,2022.12.2 12:31
sgim,¤ì_,4.19168E+12,VISA 13 digit,12507920,¤ì´ë___,"37.4817, 126.9014",´ì_ë£,10000,¹ì_,2022.11.29 12:18
phwang,´ì_,4.8608E+12,VISA 19 digit,23126072,__¸í_,"37.4839, 127.0398",ë¹___©´ ,4000,¹ì_,2022.12.5 14:14
gyeongja18,ì§__,2.41404E+15,Maestro,12424622,´ë___ë¸&ì²__êµ¬ì___¬ë,"37.5443, 126.9691",¼ë_,25000,¹ì_,2022.12.1 7:59
eungyeong95,ê¹ì¢__,3.50964E+15,VISA 16 digit,20497166,__¡ë°©,"37.5939, 126.9187",ë§_µ­,4000,¹ì_,2022.12.5 22:43
gimseohyeon,ë°_²½,3.53936E+15,JCB 16 digit,24580768,¼ì_24,"37.4823, 126.9967",¼ê²¹,5900,¹ì_,2022.12.4 2:21
seonghun41,__,6.50806E+15,VISA 13 digit,12484755,__ë¯¸ì_ì»¤í_,"37.5333, 127.1406",ì¹¼êµ­,3500,¹ì_,2022.11.29 1:46
dbag,©ì,3.00273E+13,Mastercard,26476829,___³´µí_,"37.5885, 127.0763",__,5000,¹ì_,2022.12.5 20:22
hyeonjeong31,ê°__,4.91958E+15,Maestro,21537951,¨ì_ë¶__,"37.4893, 127.0688",ì§__ë©,3500,¹ì_,2022.12.5 19:37
nhong,ì¡°ì_,5.18276E+15,JCB 16 digit,26108102,__ë¯¸ì_,"37.5183, 126.98",ê¹ì¹__ê°,5000,¹ì_,2022.12.2 9:18
sunjagim,ë°__,5.17289E+15,JCB 16 digit,19975734,ì²__,"37.5665, 126.813",ì»¤í_,7000,¹ì_,2022.11.28 19:32
gweonyeongsun,ê¹ê²,4.46257E+12,American Express,23053487,__¸í_,"37.4884, 127.1039",¼ë¨¸,15000,¹ì_,2022.12.1 21:46
iminjae,ë¯¼ì,1.80047E+14,Mastercard,20567699,¨ì_´ì_ë¦¬ë__°©´ì_¥ì_,"37.5117, 127.1134",__,17000,¹ì_,2022.12.5 15:08
nheo,ì§_,5.78083E+11,Diners Club / Carte Blanche,26225605,_³¨¡ë°©__,"37.5029, 126.8852",ì§¬ë_,5500,¹ì_,2022.12.1 8:05
sanghogim,´ë³´,6.01145E+15,JCB 15 digit,26519768,¤ì___,"37.5072, 127.1161",__´ëë¹__ë°,6000,¹ì_,2022.11.28 21:48
zbag,°í_,3.56384E+15,VISA 16 digit,22382830,ì¤__ê°__ì¡°ë¬´¬í_,"37.6196, 126.9178",ë¹__ë°,5000,¹ì_,2022.11.29 3:02
ejang,ë°±ì,4.05137E+18,JCB 16 digit,17538189,¸ë___¸ë_,"37.5439, 127.1425",ë¯¸ì_ë£(ì»¤í_),10000,¹ì_,2022.11.28 16:41
seonghyeongim,ê°_ê²,3.55217E+15,VISA 16 digit,12575422,__¸ì»¤,"37.5086, 127.0597",¼ê²¹(600g),13000,¹ì_,2022.11.30 23:12
yeongceol65,ê¹__,1.80053E+14,VISA 16 digit,25141004,¸ë_¼ë_ë¸,"37.5067, 127.0397",ë©¸ì_ì¹¼êµ­ ,6000,¹ì_,2022.12.5 21:40
ymin,ê¹__,4.6807E+15,JCB 16 digit,6923959,_²½¤ì_,"37.5018, 126.988",ì²µ­,6000,¹ì_,2022.12.1 21:47
gujeongja,ê¶__,6.5876E+15,American Express,25827883,ë°_¸ì__¸°ì¡°ë_,"37.4728, 127.05",__ë¶ì°__,5000,¹ì_,2022.11.29 1:46
yunseo43,´ì_,3.67091E+13,VISA 19 digit,22408286,___ì°¨ë_ë¦¬ì_,"37.5638, 127.0581",__ê¹__,6000,¹ì_,2022.11.29 10:23
jongsubag,´í_ì£,6.39004E+11,VISA 16 digit,16593971,¤íë²__,"37.5519, 127.0763",³°,6000,¹ì_,2022.11.28 23:51
jiweonhwang,ê¹ë³__,4.33285E+18,JCB 15 digit,25970609,ê·¸ë¦°´ì_,"37.4868, 127.1032",ë²__¤ê¹¨,7000,¹ì_,2022.12.5 22:55
gimseonyeong,ë°__ë¯,4.4323E+15,VISA 13 digit,24950470,¥ëª¨__ë§,"37.5504, 126.9766",ì½©ë_ë¬¼êµ­ë°,5000,¹ì_,2022.12.2 12:29
hwangcaeweon,´ì_,2.13119E+14,VISA 19 digit,22295985,ACEì¹´ë_,"37.5628, 126.9921",ì»¤í_,8000,¹ì_,2022.11.28 17:46
gominjun,°ì_ë¯,6.57493E+15,Discover,20862461,°í_ë§__,"37.558, 127.0887",____,4000,¹ì_,2022.12.4 11:11
fgim,ê¹±í_,3.04916E+13,Mastercard,20846993,ì¤__ê³µì_ì¤__,"37.5148, 127.109",ì»¤í_,7000,¹ì_,2022.11.28 23:32
gimjeongho,__,3.53801E+15,VISA 13 digit,22447839,°ì___,"37.6245, 126.9194",ì»¤í_,2500,¹ì_,2022.12.4 7:16
sseo,ê¹__,3.54754E+15,Discover,19993715,_¦¬_¦¬,"37.4905, 126.8829",ë©¸ì_ì¹¼êµ­ ,6000,¹ì_,2022.12.3 14:21
geonu30,ê¹ì±__,1.80094E+14,VISA 13 digit,11748292,_ë°©ì_ê°,"37.4962, 126.875",¼ë¨¸,20000,¹ì_,2022.11.30 12:22
hyeonjun58,__ë¦,4.15791E+18,JCB 16 digit,25588649,__ë¯,"37.4755, 126.8923",__ë©,4000,¹ì_,2022.11.29 13:40
seongmini,ë°__,3.0538E+13,JCB 16 digit,26334219,°ê³°,"37.5728, 127.073",ê°__,6000,¹ì_,2022.12.2 4:26
bagjaehyeon,ê¹_,3.52767E+15,Diners Club / Carte Blanche,16272954,____,"37.4949, 126.9614",ì»¤í_,11000,¹ì_,2022.12.5 12:01
honghyejin,ë°__ì§,6.0115E+15,American Express,20860709,__ë¦¬ì_¸ë_ë°,"37.5458, 126.985",ë¯¸ì_ë£(__),20000,¹ì_,2022.12.3 9:13
junseobae,ê¹¹í_,3.7279E+14,American Express,16725344,ë¯¼ì_ë³´ë¦¬¤ì_,"37.5086, 126.8778",ì½©ë_ë¬¼êµ­ë°,5000,¹ì_,2022.12.5 8:51
seungmin43,´ì,6.30481E+11,Discover,22823547,¼ì_¸í_ë¦¬ì___,"37.4968, 126.8872",__,17000,¹ì_,2022.12.3 17:48
cyu,ê¹__,4.90641E+18,Diners Club / Carte Blanche,21885110,ë¦¼ì___´ë°©,"37.5079, 126.9255",__ë¦¬ì¹´,2500,¹ì_,2022.11.30 0:07
yeweon84,´ì_,3.43343E+14,JCB 16 digit,17139064,¸í_¬ê·¸,"37.5561, 126.9358",ê°__,8900,¹ì_,2022.12.1 10:25
hanjongsu,ê¹ì¢__,3.54187E+15,JCB 16 digit,20674229,__ë¦¬ì_,"37.4965, 127.1211",ë²__ë¶__ê¸,9000,¹ì_,2022.11.30 12:00
coeyeonggil,ë°__ë¯,3.55319E+15,VISA 16 digit,20390959,½í_ë¹,"37.5744, 126.9625",_´ì_êµ,6000,¹ì_,2022.12.3 0:04
iyeongil,ë°__,5.03841E+11,JCB 16 digit,16689016,__ì¹____1,"37.6469, 127.0594",´ì_ë£(ì»¤í_),6000,¹ì_,2022.11.30 3:58
subingang,__,5.64435E+11,Maestro,26107786,_°©ë§_¶¤,"37.6141, 127.0412",¼ë_,20000,¹ì_,2022.12.5 19:44
yeeuni,´ì_,6.54015E+15,VISA 16 digit,14236161,__³µ¸ì_ê°____,"37.5609, 127.0347",ì»¤í_,8000,¹ì_,2022.12.4 20:35
eunyeongi,¥ì,4.81288E+15,American Express,26348501,ì§¤ì_´ë¦¬,"37.5472, 127.0551",ì»¤í_,7000,¹ì_,2022.11.30 11:41
yeonghyi13,´ì_,5.01861E+11,VISA 13 digit,16036227,__¬ë_,"37.5553, 127.0201",__ì°__,5000,¹ì_,2022.12.4 7:53
ghan,´ì_ì§,3.77741E+14,JCB 15 digit,15998829,ì½__°ë³´ì»¤í_ì»´í_,"37.5356, 127.001",ê¹ì¹__ê°,5000,¹ì_,2022.12.5 19:40
areumjeon,êµ¬ë,3.4666E+14,VISA 19 digit,26477332,¸ë_ì¹´í_,"37.5625, 126.9944",__ì°__,5000,¹ì_,2022.12.2 0:55
eunseogim,¤í_ì§,3.00554E+13,Diners Club / Carte Blanche,11952074,¨ë_,"37.4922, 126.9243",ì»¤í_,5000,¹ì_,2022.11.30 12:55
myeongja40,¥ë_,4.89034E+15,Mastercard,16443544,½í_,"37.6146, 127.0305",_êµ,6000,¹ì_,2022.12.1 4:49
jihun43,_,3.43842E+14,Discover,12245517,__ê·¸ë_,"37.5062, 127.005",ë°±ë_,5000,¹ì_,2022.12.5 23:23
hanjeongsu,ê¹__,1.80089E+14,VISA 13 digit,25637685,__ì­_¾¸ë¯¸ì_ê³¡ì_,"37.6036, 127.0375",ëª©ì_ë£,5000,¹ì_,2022.12.5 5:16
isiu,¤ê²½,1.80023E+14,VISA 13 digit,26172517,ë°__¤ì_ë¦¬ì_,"37.5479, 126.9243",ë¹__ë°,5500,¹ì_,2022.12.4 21:44
yeeunbag,´ì,5.56481E+15,VISA 19 digit,16128768,_____,"37.5694, 127.0111",¼ê²¹(__ 180g),5900,¹ì_,2022.11.28 15:47
sanghyeon64,´ì_,4.36395E+18,VISA 16 digit,24378409,_µ­__ì°¨ì_¨í_ê°,"37.5297, 126.9204",ê¹ë°,1500,¹ì_,2022.12.2 11:54
myeongjai,_ì¤,4.2314E+15,VISA 16 digit,12007503,ê°__,"37.6085, 127.0088",__ì»¤í_,3000,¹ì_,2022.11.29 22:25
ojeongsug,ê¹¬í_,2.13166E+14,Discover,23191628,ì¹__ë§_£¨,"37.6208, 127.0836",ë¬¼ë_ë©,5000,¹ì_,2022.12.1 20:25
eunjeong78,ë°__,3.54259E+15,VISA 19 digit,22482050,¨ì_ë¦¼í_,"37.4967, 126.8982",ì§__+ì§¬ë_set,7000,¹ì_,2022.12.2 15:04
zgim,__,3.66975E+13,JCB 15 digit,15651667,ë¹___ë¦¬í_¼ê____ë¡__,"37.4866, 126.921",¤ë___,5000,¹ì_,2022.11.30 6:41
subinu,_,3.75711E+14,Mastercard,25689982,¤í_¤ì_,"37.5009, 127.1122",__ë°±ë_,6000,¹ì_,2022.12.1 11:52
seongjin61,ë°__,6.50173E+15,Maestro,16316302,°í_,"37.5892, 127.019",ì¹¼êµ­,5000,¹ì_,2022.12.2 3:59
gimgeonu,__,4.5948E+15,JCB 16 digit,16514948,¤ë_¸í_,"37.5072, 127.1078",__ì°__,4500,¹ì_,2022.11.28 18:44
areum60,ë°__,5.35955E+15,American Express,20666608,_¾¸´í_¹ë_ë°,"37.5168, 127.0378",__ì°__,6000,¹ì_,2022.12.1 14:10
li,´ë,3.52311E+15,Mastercard,16182361,olleh,"37.5726, 126.8104",__ë©,3000,¹ì_,2022.12.5 3:55
gyeongsugbag,êµ¬ì_,3.78246E+14,VISA 16 digit,16411635,__ì»¤ë_ë¦¬í_´ì_,"37.5454, 126.8443",ë¯¸ì_ë£(__),25000,¹ì_,2022.12.1 7:11
seoyunbag,ê¹ì¤,3.52384E+15,Mastercard,24046752,__,"37.5357, 127.0957",__,30000,¹ì_,2022.12.3 16:22
qbag,ê¹°ì_,3.03838E+13,JCB 15 digit,12514194,__ì¹,"37.5826, 127.06",¼ì_,8900,¹ì_,2022.12.3 5:47
hyeonjian,ê¹_£¼,3.53889E+15,Diners Club / Carte Blanche,22063072,°ì_ê³_¬¼,"37.5119, 127.016",ì²µ­,8000,¹ì_,2022.12.2 15:09
minseoggim,ê¶__ì¤,6.5141E+15,VISA 13 digit,22298176,ì»´í_ì¡,"37.534, 126.9637",_³µ ¸í_ë£,6000,¹ì_,2022.12.4 20:40
sanghoi,ê³_,3.54591E+15,Diners Club / Carte Blanche,20015385,ë¯¸ì_ì¡±ë_,"37.6215, 127.0274",ê¹ì¹_³¶_°¥,6000,¹ì_,2022.12.2 2:35
sangho90,ë°__,6.01109E+15,Diners Club / Carte Blanche,16578935,__¤ë_ì§,"37.6393, 127.0236",ë¯¸ì_ë£(ì»¤í_),10000,¹ì_,2022.11.30 23:57
jiuhong,ê¹ì§,3.70281E+14,VISA 19 digit,24913233,¼ë_¼ë_,"37.5338, 126.9969",ì²µ­,7000,¹ì_,2022.11.30 8:29
boram05,ê¹±í_,6.01194E+15,Diners Club / Carte Blanche,16147303,ë¬¸ì_¤í_&ë°__,"37.5199, 126.8594",__,25000,¹ì_,2022.12.5 0:18
seongsu55,ê³__,6.01167E+15,VISA 16 digit,12441115,¨ë__°¨ë¦,"37.4615, 126.899",ë¹__ë°,4900,¹ì_,2022.11.30 12:49
zcoe,ê³__,4.78014E+15,VISA 16 digit,16010410,__ë¦¬ì___¥êµ­&ê°___³±ì°½ì_ê³,"37.6002, 127.0782",ì»¤í_,5000,¹ì_,2022.12.5 12:34
hyeonjibag,´ì_,4.94902E+18,VISA 16 digit,12436665,ì»¤í_¤ë,"37.5592, 126.9398",ì¹__,12000,¹ì_,2022.12.4 9:03
coejiyeong,ë°__,3.66662E+13,VISA 19 digit,20626793,ë¹¨ê_ê³__¼ì_,"37.5382, 126.8341",_¹¼êµ_,3900,¹ì_,2022.12.1 22:37
hgim,_ì§,3.66845E+13,VISA 19 digit,26513099,_³µì£¼ë_,"37.5199, 126.9066",__,4500,¹ì_,2022.12.2 10:48
seonyeonggim,´ì_ë¹,6.50501E+15,Discover,20339782,¤ë_µë_3,"37.558, 126.9364",ê¹ì¹__ê°,5000,¹ì_,2022.12.2 20:33
seohyeonhwang,¤ì_ë¯,5.67619E+11,VISA 19 digit,15595382,ë¦¬ë§¥,"37.5042, 127.0103",³°,4500,¹ì_,2022.12.5 15:35
miyeong36,ê¹__,2.13196E+14,Diners Club / Carte Blanche,12516448,CU,"37.574, 126.9882",__ì»¤í_,2500,¹ì_,2022.12.5 0:18
osangho,ê¹__,3.74303E+14,Diners Club / Carte Blanche,28254017,__ë§_¦¬¤ì_ë¦°ì_ì§,"37.4995, 127.0399",¬ì_ì°°ì_ë£,10000,¹ì_,2022.12.2 0:34
sangho13,ìµ__,1.80005E+14,JCB 15 digit,24639655,LG¨ì___ë°©ì_¸ë_,"37.5127, 126.934",__,20000,¹ì_,2022.12.1 3:19
jeongsug53,ê¹__,4.25244E+15,VISA 19 digit,22942362,¼í_¸í_,"37.4946, 126.8573",ì§¬ë_,4000,¹ì_,2022.12.2 9:54
sinjiweon,ìµ__,6.5329E+15,VISA 16 digit,24621436,¨ë_ì²_¬¼,"37.5524, 126.8493",ì§__ë©,5000,¹ì_,2022.11.30 2:33
eunyeong08,ë¥_,1.80004E+14,Maestro,20606208,ë²__,"37.5342, 126.9942",__ì°__ë°±ë_,4500,¹ì_,2022.12.4 12:05
jihuni,ìµ__,4.72224E+12,Mastercard,12441140,GS25,"37.5403, 127.1258",__ì°__ ë°±ë_,4000,¹ì_,2022.12.3 14:22
mryu,ì¡°ì_ê¸,4.79539E+12,VISA 16 digit,8635270,êµ¬ë¦½ê°¨ì_ë¦°ì_ì§,"37.4646, 127.1056",ì»¤í_,6000,¹ì_,2022.12.1 9:55
yeeun39,__,5.24748E+15,American Express,23361018,ë·°í___ë§__°ì_,"37.5682, 126.9312",ê¹ë°,1500,¹ì_,2022.11.29 23:10
seonghoji,ê¹ì¤,3.01115E+13,Maestro,21016215,ë¦¬ë___ì½__,"37.5064, 127.0068",__,20000,¹ì_,2022.11.28 10:34
emun,´ì_ì²,4.42711E+15,JCB 15 digit,23281462,____,"37.5471, 127.1313",__,35000,¹ì_,2022.12.2 22:43
qgweon,ë°__,4.97217E+18,VISA 13 digit,12464506,_¬¸3ë²__êµ,"37.648, 127.034",©í_´ì_êµ,6000,¹ì_,2022.12.1 18:09
dmun,ë°°ì_,5.02048E+11,Mastercard,20872283,__ê³_êµ,"37.5902, 127.0096",ê¹ì¹__ê°,5000,¹ì_,2022.11.29 20:45
bgu,ê³__ì§,3.49508E+14,Diners Club / Carte Blanche,26281191,___OOD&COFFEE,"37.564, 126.9536",¼ìê°__(300g),12000,¹ì_,2022.12.3 3:48
ogjaim,ë°_ë¯,4.43957E+18,VISA 16 digit,20329424,__ë¶__,"37.6553, 127.0356",ë°±ë_,6000,¹ì_,2022.12.1 17:36
yejinbag,ë°±ì_,4.84676E+12,Diners Club / Carte Blanche,16309932,CU,"37.5982, 127.0345",¸í_ë£,220,¹ì_,2022.12.1 17:49
oseoyun,©ì_,4.41687E+15,JCB 16 digit,16047127,ë¶____,"37.5442, 126.9718",ê¹ì¹__ê°,3000,¹ì_,2022.11.29 20:37
jeonghojo,_,4.54251E+12,Discover,16595625,ëª__ì§__ê°__,"37.5858, 126.9951",__,4500,¹ì_,2022.11.29 20:41
jeongsuggim,´ì,3.58643E+15,VISA 19 digit,16606431,´ì_,"37.5976, 126.9134",ì»¤í_,5000,¹ì_,2022.11.28 11:09
jieun47,ë¯¼ì_ì§,4.63239E+15,American Express,21783632,ë¦¬í¼ì¹´___,"37.6136, 127.0514",__ë¶ì°__,6500,¹ì_,2022.12.1 22:25
bagyeongjin,´ì_,3.52815E+15,VISA 13 digit,24547638,ëª__·ì_ì²_¬¼,"37.5941, 127.0805",_©´,3000,¹ì_,2022.12.1 17:04
sgim,__,3.77943E+14,VISA 13 digit,23838639,´ë_ë§__»¤ë®¤ë_ì¼´ì_,"37.56, 126.9962",__,25000,¹ì_,2022.12.4 22:35
